,Alpha,Delta_Pb,P_bar,T,rpm,rho,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,q_inf,p_s
12,4.0,137.65,1025.28,20.73,889.97,1.215,0.30566800221936735,-0.5240537206943171,-0.7753697372236281,-0.9125052283597335,-0.9412546514743545,-0.8924846352605657,-0.8411888299357382,-0.8080564198345629,-0.7639665422672723,-0.729756957398313,-0.6670579571173461,-0.6492660014687321,-0.6206280102267522,-0.6029474864507796,-0.5416599565551957,-0.5177021039596061,-0.5052960221504524,-0.4958243129847064,-0.3038643405602614,-0.19272961968299665,-0.15967149749680737,-0.10896999549240868,-0.05143400530551136,0.00023323959435438097,0.07459544253429047,0.3274343613217339,0.9631531941477225,0.6262203555520918,0.33352597035372367,0.17261834640965587,0.10089336445307523,0.050786165768781005,0.026382585683058967,0.00773631901183542,-0.007715567313367165,-0.01852445894940227,-0.027364720837388622,-0.03501637608494983,-0.03828504434606493,-0.03932507515651801,-0.040996553244514525,-0.038619339963772335,-0.031339124291249396,-0.021830271168064436,-0.008532734378537837,0.006213416753810971,0.023671076784717478,0.0400887060051709,0.07459544253429047,205344.77000000002,205345.7,205345.97,205344.9,205344.74,205345.53999999998,205346.56,205345.9,205345.18,205345.35,205345.72999999998,205344.84,205345.33000000002,205344.93,205345.2,205345.8,205344.78,205344.19,205345.47999999998,205346.88,205345.08000000002,205331.47,205307.96000000002,205297.36,205307.4,205328.36,205340.47999999998,205344.39,205345.3,205345.44,205343.94,205345.38,205345.03,205340.85,205345.1,205347.03999999998,205346.26,205345.85,205344.72999999998,205346.8,205345.18,205346.36,205345.25,205343.95,205344.25,205346.46000000002,205345.5,205345.53999999998,205067.08000000002,205071.34,205072.03999999998,205071.03999999998,205070.36,205070.74,205071.16999999998,205070.28,205069.38,205068.28999999998,205068.16,205071.53,205056.22,205055.99,205055.88,205055.86,269.2227934150915,205076.31720658488
13,5.0,137.62,1025.28,20.75,889.85,1.215,-0.2776626210742064,-0.9117384557318453,-1.1087191831797791,-1.149029271689995,-1.1154808754460313,-1.0347120898044413,-0.9555036946857663,-0.9100666087429,-0.8473166184261652,-0.8025111191235985,-0.7342997619763378,-0.7182500308829601,-0.6810235712633382,-0.6638964276659711,-0.609988650312672,-0.5850224019450635,-0.5699014747343011,-0.37574431108988093,-0.27922301159722923,-0.23764974980652248,-0.19611364017105112,-0.13143173777829067,-0.06831022590844493,-0.011764645528133616,0.06781527114354431,-0.2672971697430914,0.967863385657835,0.7537183624570826,0.4451325604610782,0.2548392209687095,0.17050382841749218,0.11273222691203359,0.07922098282341328,0.05403182152395976,0.033375223172092496,0.018402904582704195,0.005251041603310976,-0.006600495940247896,-0.012619145100278045,-0.016928795116127465,-0.021275597287212292,-0.02172142315090221,-0.017226012358659493,-0.010390015781720326,0.0006070221896941185,0.01309014637355246,0.02847113867139527,0.04388928312458161,0.06781527114354431,205345.72999999998,205346.6,205346.78,205345.47,205345.5,205346.44,205347.49,205346.76,205345.93,205346.38,205346.47999999998,205345.66,205346.3,205345.77000000002,205346.0,205346.71000000002,205345.75,205344.91999999998,205346.26,205347.75,205345.72,205330.88,205307.09,205295.91,205306.7,205329.58000000002,205341.97999999998,205345.41999999998,205346.08000000002,205346.28,205344.84,205346.47999999998,205346.33000000002,205341.97,205346.35,205348.19,205347.39,205347.08000000002,205345.95,205347.9,205346.18,205347.53,205346.4,205345.24,205345.51,205347.2,205346.65,205346.72,205066.33000000002,205071.44,205072.1,205071.0,205070.22999999998,205070.53,205071.11,205070.03999999998,205068.84,205067.63,205067.51,205071.75,205055.58000000002,205056.0,205055.85,205055.83000000002,269.16338814924853,205077.55661185074
14,6.0,141.2,1025.29,20.81,889.78,1.215,-1.0031506779669117,-1.276955870206326,-1.4070169563665378,-1.3403031846456288,-1.2339158948529434,-1.1154745160841397,-1.0198019720480156,-0.9537035742388489,-0.8806550710739042,-0.8286016778375828,-0.7579060749233251,-0.7410375900497609,-0.7076626049565926,-0.6899977538443587,-0.6306322705984045,-0.5202993480777981,-0.4013149923281073,-0.34013958581245884,-0.2895341311917664,-0.23950785201738886,-0.1882870234851647,-0.12001671775223846,-0.05315815216972436,0.005157575579777545,0.08349105469220028,-0.9921825429524627,0.9236936349496683,0.8595137558063735,0.5644238659153367,0.35744104079311423,0.2558319484324472,0.19541670969004088,0.15639476399553992,0.12627764078780038,0.10115590580443415,0.08168113142250591,0.06499363887597442,0.05076764197620199,0.04110265171598772,0.0342249432911702,0.02684045635078769,0.023691189861536347,0.02568210545815801,0.029663936651506684,0.03777239289970373,0.047763169348450346,0.06079461689027085,0.07378986596666376,0.08349105469220028,205349.09,205350.12,205350.22999999998,205349.09,205348.9,205349.83000000002,205351.03999999998,205350.14,205349.38,205349.77000000002,205350.03,205349.28999999998,205349.93,205349.16999999998,205349.76,205350.11,205349.34,205348.62,205349.63,205351.02000000002,205349.74,205337.97999999998,205312.69,205294.53,205304.25,205331.57,205346.25,205349.14,205349.57,205349.94,205348.53999999998,205349.97,205349.97999999998,205345.45,205350.03999999998,205351.7,205350.84,205350.61,205349.43,205351.4,205349.6,205350.99,205349.99,205348.59,205348.87,205350.74,205350.16,205350.31,205068.5,205074.26,205074.9,205073.66999999998,205072.72,205072.96000000002,205073.47999999998,205072.16999999998,205071.16,205069.78999999998,205069.69,205074.69,205057.52000000002,205058.0,205057.9,205057.91,276.25480503625596,205074.05519496373
15,7.0,139.77,1025.29,20.83,889.93,1.215,-1.945341314478737,-1.7497825302872392,-1.8126524667049324,-1.6157404610778376,-1.435762010169533,-1.2790443385291512,-1.1602534406323954,-1.079681904897471,-0.9951604255134211,-0.9426773779513319,-0.8559614854286661,-0.8299211161852907,-0.7655882376751868,-0.6847972606266348,-0.5893402891023801,-0.524056498232337,-0.4656485351962405,-0.4027420252263114,-0.3362147335778045,-0.2788308300063315,-0.22023999920863044,-0.14848268958008573,-0.07745685099774632,-0.019304902827725828,0.06024257344246874,-1.9316993794678707,0.8115364849561273,0.9211108476713776,0.6494059275742097,0.42572208165764064,0.3100765092593334,0.244646424180028,0.1958573054009881,0.1596860621682975,0.1289642782293786,0.10541091054293085,0.08514916256430047,0.06667951864873464,0.05450052573006593,0.044333078188408544,0.03456793972208955,0.028825892009686736,0.02805784741135214,0.029337921742051725,0.03500682234977014,0.04257754767757972,0.053732481131518454,0.06488741458556363,0.06024257344246874,205351.32,205352.32,205352.47999999998,205351.11,205351.05,205351.97999999998,205353.28,205352.24,205351.88,205351.86,205352.08000000002,205351.47,205352.16999999998,205351.3,205351.89,205352.15,205351.28999999998,205350.91999999998,205351.53999999998,205352.83000000002,205351.51,205337.87,205310.3,205290.43,205300.15,205331.08000000002,205347.58000000002,205351.26,205351.76,205352.06,205350.86,205352.16999999998,205352.58000000002,205347.93,205352.78,205354.25,205353.47999999998,205353.28999999998,205352.02000000002,205353.55,205351.96000000002,205353.43,205352.66,205351.03,205351.37,205353.36,205352.66999999998,205352.71000000002,205068.58000000002,205075.09,205075.69,205074.37,205073.27000000002,205073.34,205073.88,205072.55,205071.46000000002,205069.97,205069.88,205075.59,205057.93,205057.99,205057.89,205057.91999999998,273.4216221533284,205079.28837784668
16,8.0,138.89,1025.29,20.87,889.86,1.215,-2.9724894390189363,-2.2075043753524985,-2.2072835260823345,-1.866733951476034,-1.6114321951564976,-1.4223484116770275,-1.2784283039478266,-1.1877328703303125,-1.0813571385303986,-0.9693129421294636,-0.852262828938,-0.8165220553817555,-0.7671990517098842,-0.7219617595361557,-0.6312663259186415,-0.5572450121990513,-0.4881559988467447,-0.42028165648034055,-0.3489105340028265,-0.287109546566256,-0.22692812044407928,-0.15375339559352283,-0.0838914097956419,-0.026728257032624294,0.047477097745400244,-2.9635082353652398,0.640604621005809,0.9648849660425699,0.7312632464115933,0.4997395948472827,0.374334017600885,0.3008280188451896,0.24738249546333882,0.20623091478786004,0.1711158808303781,0.14376737954058305,0.12039416511406288,0.09886136127220771,0.08325467951337445,0.07044542184332196,0.05752573953818743,0.04898623442481911,0.04578392000733277,0.044090742269479545,0.04755071416875257,0.05255663095938842,0.06128017713119111,0.06915713443406718,0.047477097745400244,205351.52000000002,205352.49,205352.61,205351.35,205351.37,205352.13,205353.25,205352.27000000002,205352.06,205352.08000000002,205352.22999999998,205351.61,205352.32,205351.47,205352.21000000002,205352.33000000002,205351.6,205351.0,205351.64,205353.02000000002,205350.4,205333.62,205305.7,205286.27000000002,205293.91999999998,205325.24,205345.59,205351.24,205351.94,205352.31,205350.81,205352.13,205351.72,205346.12,205352.22,205353.53,205352.77000000002,205352.55,205351.26,205353.02000000002,205351.36,205352.81,205351.93,205350.55,205350.88,205352.62,205351.97999999998,205351.91,205068.63,205075.75,205076.33000000002,205074.93,205073.77000000002,205073.47,205074.06,205072.89,205071.69,205070.07,205070.0,205076.36,205058.1,205057.99,205057.89,205057.91999999998,271.6785070337505,205080.23149296624
17,9.0,138.65,1025.29,20.91,889.85,1.215,-4.0761944927726015,-2.6342127829428126,-2.628202528545826,-2.1364678497851606,-1.8105129487471057,-1.5974254631023874,-1.3340067059738698,-1.1896868549939448,-1.09448147552782,-1.019629841013463,-0.9129201709224823,-0.8737244627999001,-0.8164611187599631,-0.7588290474566014,-0.6582771226680841,-0.580623160950198,-0.5072464354901831,-0.4341278191148338,-0.3611935663712504,-0.2954863679945445,-0.23505196948754642,-0.1633345167139616,-0.09585742747185197,-0.04357190149088309,0.024200169562073527,-4.070995438355579,0.40461608743642924,0.9730829097558291,0.7905260415387622,0.5629107017074966,0.43101695951147184,0.34635717978487024,0.2895731811876534,0.24399849140455304,0.20495027418744793,0.17382969313810262,0.14628576654585362,0.12250285804246688,0.1036240221452561,0.08839558615782651,0.07276155018046895,0.061920968630099,0.05572635060134683,0.05144911434336824,0.05229718704972766,0.05458329608414044,0.06051980502833444,0.06616133216178878,0.024200169562073527,205351.03,205352.08000000002,205352.22999999998,205350.97999999998,205350.77000000002,205351.76,205353.06,205351.85,205351.57,205351.71000000002,205351.75,205351.22,205351.8,205351.13,205351.71000000002,205352.06,205351.3,205350.62,205351.4,205352.78,205349.71000000002,205334.6,205308.11,205283.69,205281.9,205307.74,205334.71000000002,205348.53999999998,205351.35,205351.96000000002,205350.65,205351.91999999998,205351.61,205347.5,205352.12,205353.43,205352.56,205352.43,205351.22999999998,205352.99,205351.24,205352.71000000002,205351.77000000002,205350.39,205350.74,205352.47999999998,205351.85,205352.09,205067.87,205075.63,205076.16999999998,205074.71000000002,205073.52000000002,205072.66,205073.6,205072.57,205071.16,205069.39,205069.32,205076.32,205057.1,205057.99,205057.87,205057.88,271.2031625187115,205080.8868374813
18,10.0,135.65,1025.28,20.92,890.04,1.215,-4.80649747000146,-2.7690492488445475,-3.1063746139577573,-2.6911266371225313,-1.8207457665664777,-1.5972318986902023,-1.4133767572443916,-1.2767200240598096,-1.15295614680596,-1.059350996875604,-0.9379998178076864,-0.8905752190915404,-0.8229442730687061,-0.7588192790970919,-0.6503232575507171,-0.5673867574111087,-0.49349787546863616,-0.4181764539781705,-0.3447022545363434,-0.2820098001126128,-0.22674393229229692,-0.1667657633276851,-0.11334711755589816,-0.07757132726843854,-0.026942363774149377,-4.798430010442483,0.20324412252240956,0.9717638915432919,0.8351448567678994,0.616833369355054,0.4730516368402438,0.38657148624011606,0.3252738729550795,0.27577586173537744,0.2331766593909861,0.19872031342384158,0.16848618928207837,0.14066476332613764,0.11925206692648324,0.10138302098723846,0.08283540368335111,0.06896238911457021,0.060103262963271925,0.05241278749575024,0.04988699408246906,0.048567549762044256,0.05049016862884239,0.05180961294937691,-0.026942363774149377,205343.35,205344.26,205344.55,205343.44,205343.34,205344.15,205345.07,205344.6,205343.46000000002,205343.97,205344.16,205343.59,205344.06,205343.47,205343.89,205344.53,205343.41,205342.95,205344.26,205344.6,205336.27000000002,205315.46000000002,205291.18,205271.87,205272.32,205295.53,205319.94,205336.33000000002,205342.9,205344.21000000002,205342.52000000002,205344.08000000002,205343.68,205341.59,205344.31,205345.66999999998,205344.59,205344.53,205343.47,205345.62,205343.71000000002,205345.09,205343.99,205342.72,205343.01,205344.99,205343.96000000002,205344.35,205065.9,205073.78,205074.32,205072.93,205071.76,205069.84,205070.99,205070.8,205069.38,205067.61,205067.45,205074.55,205055.57,205055.97999999998,205055.87,205055.85,265.2631828322515,205079.08681716776
19,10.25,137.93,1025.33,20.97,889.89,1.214,-4.933153916194839,-2.8298632149539715,-3.2203334882412205,-2.3556571957621943,-1.8374519156637537,-1.5980692476469192,-1.4047986946830981,-1.2709475311326761,-1.1420634282068252,-1.0481711553534416,-0.9270712519141782,-0.8760291438529065,-0.808529014020474,-0.7398797880731666,-0.6328285113260519,-0.549797050137189,-0.4756988845493568,-0.4017489894280714,-0.32972661037006057,-0.26919519245874723,-0.2155212836186431,-0.1582518159683389,-0.1083217364051974,-0.076221180427804,-0.03059094439042052,-4.92674121852273,0.15930645546258917,0.9704571095680582,0.8480969071642258,0.631918567140391,0.48779967379109573,0.4013579918747849,0.3391585312163303,0.2895249925860666,0.2463782868610767,0.21131232155533625,0.18058326739220626,0.1520041349918474,0.13043078212935244,0.11185990621173336,0.09302955697787312,0.0786102541195731,0.06897267380309248,0.06055832483432846,0.0572222393400459,0.0551093851938036,0.05629554892499139,0.05611021084202364,-0.03059094439042052,205356.87,205357.78,205358.1,205356.83000000002,205356.72,205357.64,205358.74,205357.87,205357.22999999998,205357.5,205357.72,205357.01,205357.62,205356.85,205357.49,205357.86,205356.9,205356.22999999998,205357.27000000002,205356.94,205346.47,205323.41,205299.71000000002,205282.02000000002,205283.5,205306.32,205330.46000000002,205348.02000000002,205355.58000000002,205357.56,205356.16,205357.52000000002,205357.47,205353.84,205358.09,205359.27000000002,205358.4,205358.2,205356.99,205358.91999999998,205357.06,205358.52000000002,205357.58000000002,205356.25,205356.53,205358.49,205357.78,205357.88,205076.24,205084.34,205084.88,205083.43,205082.22,205079.93,205080.96000000002,205081.1,205079.74,205077.93,205077.78,205085.01,205065.62,205066.01,205065.9,205065.85,269.7772588759252,205088.10274112408
20,10.5,138.36,1025.31,20.99,890.44,1.214,-5.080394614160361,-2.8882407738798217,-3.360030886692079,-2.149775438310244,-1.8658810588665145,-1.6117322183337117,-1.4149312987819194,-1.274480623750597,-1.1474062034841417,-1.0481928221479981,-0.9252569116430371,-0.8725648141437612,-0.7995496776370641,-0.7347376586934742,-0.625658365693573,-0.5424078077232845,-0.46758207319596046,-0.3927563386686365,-0.32229081978287893,-0.26187596746079583,-0.2111422719022308,-0.158080664602906,-0.11174413566595529,-0.08048360657457004,-0.04068740109996891,-5.070454800536723,0.11147673459557077,0.9688133728686041,0.8582190896882443,0.6425362193493935,0.49942507375720274,0.4128858785656616,0.3488128792221695,0.2987073503238812,0.25473568410784564,0.219114939374894,0.18796526322354495,0.15940215567296837,0.13641864610467877,0.11738889139764368,0.09769401905049906,0.0826180192050411,0.07245649970133043,0.06329265665794537,0.05915414689645133,0.056456725355427596,0.05664148025545205,0.056382823395439326,-0.04068740109996891,205352.68,205353.66999999998,205353.66,205352.53999999998,205352.53,205353.28999999998,205354.41999999998,205353.69,205352.83000000002,205353.38,205353.49,205352.85,205353.39,205352.68,205353.09,205353.64,205352.74,205352.05,205352.7,205351.49,205337.47,205313.76,205291.66999999998,205274.7,205275.61,205297.61,205322.22,205341.34,205350.36,205353.09,205351.87,205353.41,205352.93,205350.16999999998,205353.78,205354.94,205354.02000000002,205353.89,205352.7,205354.8,205352.87,205354.21000000002,205353.08000000002,205352.0,205352.21000000002,205354.07,205353.68,205353.47,205071.59,205079.78,205080.36,205078.91,205077.66999999998,205075.28,205076.13,205076.56,205075.18,205073.32,205073.19,205080.46000000002,205061.2,205062.02000000002,205061.91,205061.82,270.62881678235107,205082.84118321765
21,10.75,138.52,1025.3,21.02,890.04,1.214,-5.276497623623698,-3.0231309337529524,-3.5829110068893892,-2.1091470390375373,-1.9207328982475163,-1.6524134460354392,-1.4474646264846838,-1.3023063863814113,-1.1684788301611257,-1.0658014276778267,-0.9423080456831077,-0.8836985147184576,-0.8103996932476271,-0.7419726967686298,-0.6318768335019895,-0.5486498232216501,-0.4708851621747217,-0.39644219998596886,-0.3255054754810188,-0.26634232803991664,-0.2178455247102952,-0.16971779903149858,-0.12498558774112849,-0.09789528816428966,-0.05880996493285028,-5.270555473443977,0.04973577220002486,0.9654174241097071,0.8679071087391376,0.6522181295468654,0.5055835788398639,0.4188872386409546,0.35326523230912854,0.30188962330229985,0.256751426595872,0.22013892362558216,0.18799226023117532,0.15776480062157333,0.13473435520477464,0.11473034652547018,0.09439416796025149,0.07845001344087973,0.06741459167868159,0.05752331063429831,0.0526883934073756,0.04903452466328577,0.04800110724073987,0.04722604417385729,-0.05880996493285028,205352.22,205353.12,205353.34,205351.96000000002,205351.96000000002,205352.85,205354.06,205353.08000000002,205352.47999999998,205352.83000000002,205352.96000000002,205352.41999999998,205352.91999999998,205352.2,205352.72999999998,205352.94,205352.22,205351.52000000002,205352.13,205351.35,205339.03999999998,205316.66,205294.15,205273.56,205270.24,205289.39,205314.13,205335.71000000002,205348.2,205352.36,205351.5,205353.0,205352.35,205349.76,205353.07,205354.28,205353.43,205353.31,205352.08000000002,205354.08000000002,205352.11,205353.56,205352.49,205351.08000000002,205351.47,205353.3,205353.02000000002,205352.75,205068.83000000002,205077.13,205077.7,205076.27000000002,205075.06,205072.34,205073.44,205073.83000000002,205072.5,205070.61,205070.47,205077.81,205058.28999999998,205060.02000000002,205059.9,205059.82,270.9456932795209,205081.80430672047
22,11.0,138.25,1025.29,21.04,890.24,1.214,-4.773064610931186,-3.428037815952261,-3.8245453988001827,-2.1464330042397957,-1.9469218673748865,-1.6643889506653329,-1.4542643390498136,-1.3031979824060518,-1.1698823849273474,-1.0661144053086695,-0.9382719585724357,-0.880360106796634,-0.8030703429324164,-0.7357653810984427,-0.6205703502673136,-0.5354776485200953,-0.459038441865798,-0.3834867731698236,-0.31514635038467054,-0.26056276595228345,-0.21518738783670197,-0.17110633591036364,-0.1285414946626071,-0.10561343074122274,-0.07099945036943098,-4.765816384272285,-0.03538698979464711,0.9598019266409659,0.8776676847545366,0.6642148057956025,0.516772562481399,0.42938705434205304,0.3636722646832507,0.3113075251466169,0.2658951662827405,0.2284336682949366,0.1956317445879777,0.16493772353188751,0.14119608314877002,0.12052384487111087,0.09951877985922866,0.08298838538682489,0.07133944968481994,0.060652013437512246,0.055067920450157175,0.050408346169419777,0.0484483665116228,0.046081598622905444,-0.07099945036943098,205349.22,205350.13,205350.35,205349.12,205349.03999999998,205350.0,205351.05,205350.14,205349.44,205349.88,205350.01,205349.38,205349.96000000002,205349.19,205349.72999999998,205350.09,205349.18,205348.56,205348.85,205346.3,205331.83000000002,205308.47999999998,205285.97999999998,205268.31,205268.12,205288.33000000002,205311.89,205332.33000000002,205344.28,205349.02000000002,205348.51,205349.87,205349.47,205345.09,205350.11,205351.31,205350.36,205350.28,205349.06,205351.01,205349.32,205350.6,205349.53,205348.26,205348.72999999998,205350.44,205349.91999999998,205349.81,205067.14,205075.4,205075.97,205074.53,205073.21000000002,205070.3,205071.12,205071.83000000002,205070.8,205068.87,205068.72999999998,205076.06,205056.74,205058.02000000002,205057.88,205057.84,270.41096977228744,205079.3990302277
23,11.25,137.98,1025.27,21.11,889.98,1.214,-4.973181629123291,-3.6117429409107094,-4.095631347349347,-2.2696464495094935,-1.9862202743928088,-1.6771527195950797,-1.4607202069976577,-1.3085393596706132,-1.1714765512307543,-1.063056497839228,-0.9325151963703205,-0.8742292278178206,-0.7955635499809901,-0.7249385938073203,-0.6118126802721541,-0.5283299802409396,-0.4474410613914906,-0.3714062187533404,-0.3067099052804177,-0.2541302553273924,-0.21192573010089033,-0.17446411903494288,-0.13518686114200754,-0.11829022944464082,-0.08442285801607796,-4.966474852067981,-0.1065441060935671,0.9548682074399572,0.8869111404817744,0.6762220005008496,0.5278577169124623,0.43937272460250576,0.37297192635323145,0.32013289828201885,0.2736301070973996,0.23550152372763425,0.20218996255225294,0.17139807452480785,0.1463866131306667,0.12515466145837592,0.10351511560034678,0.08628499775107112,0.07390895611298638,0.062348102846378414,0.05593775792617126,0.050453763427861495,0.04741533404376631,0.04396931047382491,-0.08442285801607796,205344.25,205345.22,205345.44,205343.96000000002,205344.12,205344.96000000002,205346.05,205345.3,205344.66999999998,205344.81,205345.06,205344.59,205344.88,205344.39,205344.77000000002,205345.12,205344.52000000002,205343.52000000002,205343.22999999998,205338.39,205320.34,205296.07,205274.84,205260.13,205261.7,205283.86,205308.06,205328.01,205339.81,205344.13,205343.57,205345.16,205344.66999999998,205340.97999999998,205344.72,205346.46000000002,205345.41999999998,205345.33000000002,205344.18,205346.25,205344.41,205345.72999999998,205344.86,205343.51,205343.7,205345.51,205345.15,205345.03999999998,205063.46000000002,205071.7,205072.33000000002,205070.91,205069.44,205066.35,205066.94,205068.0,205067.21000000002,205065.25,205065.06,205072.41,205053.21000000002,205054.01,205053.86,205053.86,269.8762736663269,205075.16372633365
24,11.5,137.33,1025.16,21.14,890.18,1.214,-5.218828909709377,-3.774652950883015,-4.162717763557844,-2.434799893823494,-2.047256323341482,-1.718278036399636,-1.489341018925052,-1.333712992734836,-1.1940200850156626,-1.0789372551223262,-0.9468768223718791,-0.881796011419658,-0.7992163554172927,-0.7249393429173527,-0.6150689349538119,-0.536175205887497,-0.4466332434503216,-0.37176052558706935,-0.3103284099856511,-0.2621879703051846,-0.22369051119497552,-0.19252767437172796,-0.15566840501079032,-0.14379152932784078,-0.10905446032417743,-5.2139515720464855,-0.1622956271788049,0.9498118231329736,0.8931453504388126,0.6823028833776852,0.5331903845997407,0.44141452704976475,0.3749561474445724,0.32082142254486806,0.27312776188704835,0.23392290265778395,0.19952091792091606,0.16768791256386087,0.1421098135225604,0.11995702032079353,0.09743191126698351,0.07948628719430077,0.06608291651771439,0.05361033547123581,0.04627571318438262,0.03983464894249794,0.03551578505777917,0.03130861592869501,-0.10905446032417743,205323.61000000004,205324.55000000005,205324.79000000004,205323.52000000002,205323.36000000004,205324.37000000002,205325.39,205324.52000000002,205324.04000000004,205324.26,205324.35000000003,205323.89,205324.42000000004,205323.62000000002,205323.72000000003,205324.46000000002,205323.59000000003,205322.51,205322.00000000003,205317.12000000002,205298.88000000003,205273.85000000003,205253.17000000004,205238.62000000002,205239.28000000003,205259.93000000002,205283.98000000004,205304.76,205317.84000000003,205322.96000000002,205322.86000000004,205324.28000000003,205324.14,205319.83000000002,205324.2,205325.96000000002,205325.13000000003,205325.05000000005,205323.77000000002,205325.73000000004,205323.87000000002,205325.30000000005,205324.15000000002,205322.90000000002,205323.13000000003,205324.99000000005,205324.54000000004,205324.45,205041.66000000003,205050.02000000002,205050.65000000002,205049.26,205047.77000000002,205044.18000000002,205044.93000000002,205046.10000000003,205045.48000000004,205043.54000000004,205043.31000000003,205050.69000000003,205031.47000000003,205032.00000000003,205031.81000000003,205031.78000000003,268.58915468669085,205055.86084531332
