,Alpha,Delta_Pb,P_bar,T,rpm,rho,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,q_inf,p_s
25,11.75,136.98,1025.24,21.15,890.02,1.214,-5.365936797768617,-3.875396562448719,-3.8250039021676874,-2.476458985150707,-2.0554376404767836,-1.7188519976959487,-1.4915251079838698,-1.3317243830482515,-1.1877133583339536,-1.0681521058301473,-0.9310467419691977,-0.8671040552570268,-0.7806899748492054,-0.7045037380835735,-0.588563291540705,-0.5094281509511895,-0.4238352842664708,-0.35253900194302407,-0.2974056988058555,-0.2565689800299589,-0.22745322075651747,-0.20475785968174015,-0.17276785237738512,-0.16343587825126815,-0.13376020053028137,-5.356828791021519,-0.21539631018564387,0.9420297767284176,0.8986547609902433,0.6891332779106478,0.5405682498229091,0.44836834545682996,0.3804689017151942,0.32582086123270976,0.2775185631559196,0.23757771389620416,0.20260147487153515,0.17016353280914387,0.14381003787699825,0.12107734890568171,0.09759810200444964,0.07889682585567646,0.06441360201192554,0.05105021506326521,0.042576782556790115,0.034924563773417655,0.028914772436141836,0.022643685823417303,-0.13376020053028137,205338.53999999998,205339.52000000002,205339.62,205338.47,205338.46000000002,205339.22,205340.2,205339.47,205338.77000000002,205339.27000000002,205339.31,205338.84,205339.16999999998,205338.5,205338.47,205339.41,205338.46000000002,205337.59,205336.96000000002,205332.03999999998,205314.78999999998,205290.1,205269.21000000002,205253.58000000002,205252.49,205271.33000000002,205294.18,205315.89,205330.52000000002,205337.11,205337.44,205339.16999999998,205339.03,205334.85,205339.19,205341.06,205340.12,205339.91,205338.75,205340.68,205339.03,205340.44,205339.21000000002,205337.89,205338.21000000002,205340.08000000002,205339.44,205339.64,205057.9,205066.22999999998,205066.88,205065.53,205064.01,205060.22999999998,205060.95,205062.28999999998,205061.74,205059.83000000002,205059.6,205066.91999999998,205047.36,205048.05,205047.81,205047.72,267.8961563988229,205071.7438436012
26,12.0,138.99,1025.26,21.17,889.91,1.214,-5.522739257262297,-3.9230427693305376,-3.9715942124480583,-2.4720534666443994,-2.052267390658779,-1.7076624887129286,-1.4746891245410292,-1.313586608741813,-1.171683981811721,-1.044236443628082,-0.900825779449735,-0.8306836567033196,-0.7371485659093919,-0.6613421081325617,-0.5422807283055923,-0.4651869216583056,-0.3831276265103355,-0.31817168064240225,-0.2755420423293235,-0.24972150212591918,-0.23427331567937207,-0.22250326886294505,-0.20253097067141876,-0.19513791001484318,-0.1600484579435748,-5.515382978002057,-0.23780432972425736,0.9417750496551839,0.90572928128005,0.6992017410488297,0.5492807697251015,0.4570330278017374,0.38850928649258337,0.33322684785188306,0.28434437216755737,0.2438112734436728,0.20839078880559941,0.17436799722698879,0.14803251747531626,0.12441886105000538,0.10017992088741993,0.0804283110736923,0.06531115719395021,0.05074572425859767,0.040961872842572494,0.0318768679560646,0.023968867751434912,0.015067769846497249,-0.1600484579435748,205345.33000000002,205346.21000000002,205346.44,205345.14,205345.13,205345.94,205347.2,205346.13,205346.03,205345.76,205346.02000000002,205345.34,205345.97,205345.35,205345.28,205346.03999999998,205345.26,205344.03999999998,205342.43,205335.51,205316.35,205291.35,205270.55,205257.25,205258.18,205277.9,205301.37,205322.38,205337.25,205344.15,205344.46000000002,205346.26,205345.84,205340.86,205345.66,205347.52000000002,205346.75,205346.62,205345.27000000002,205347.14,205345.41,205346.74,205345.85,205344.41999999998,205344.78,205346.68,205346.08000000002,205346.19,205061.52000000002,205069.87,205070.53999999998,205069.15,205067.35,205063.19,205063.53,205065.31,205065.41999999998,205063.44,205063.18,205070.53,205050.8,205052.0,205051.88,205051.88,271.8765736382217,205074.31342636177
27,12.25,138.61,1025.24,21.18,889.79,1.213,-5.665918164273038,-3.980526608316642,-4.0082998842030655,-2.4712168838107256,-2.0483844339258974,-1.7034868206258529,-1.466620980329265,-1.2961823244571054,-1.1531481094665361,-1.019076585100465,-0.8701778935281825,-0.7928331929518396,-0.6892274400098106,-0.6075673698733614,-0.4858149346789431,-0.41197416665119446,-0.3422274671804809,-0.2996639075880719,-0.27639041876417136,-0.2671695436358397,-0.2643295140963522,-0.2561044934818417,-0.24017082126005884,-0.235486616694905,-0.19181655208713916,-5.657361192153921,-0.2644770480984356,0.9356014081036561,0.9082707342233755,0.7028296363641032,0.5546317313015825,0.4592509989741714,0.39031573651475526,0.33462165073950323,0.28490269204760765,0.24359317147263887,0.2072998069676457,0.17321945249325887,0.14537240960563286,0.12088176526483979,0.09569033441428493,0.0748511566241695,0.058474882396243884,0.04276251117763973,0.03158681052210605,0.020927478873703127,0.011116467737252706,5.141758325471451e-05,-0.19181655208713916,205341.47999999998,205342.45,205342.58000000002,205341.33000000002,205341.34,205342.07,205343.24,205342.22,205342.1,205341.87,205342.15,205341.49,205342.11,205341.41999999998,205341.27000000002,205342.25,205341.37,205340.3,205338.53999999998,205332.49,205313.72,205288.7,205268.36,205253.47,205252.45,205269.53999999998,205291.51,205314.22999999998,205330.28,205338.89,205340.13,205342.3,205342.37,205336.85,205342.19,205344.07,205343.2,205343.08000000002,205341.78999999998,205343.77000000002,205341.72999999998,205343.25,205342.47,205340.88,205341.21000000002,205343.2,205342.56,205342.63,205058.18,205066.49,205067.22,205065.81,205064.01,205059.44,205059.77000000002,205061.71000000002,205062.08000000002,205060.09,205059.87,205067.16,205047.53999999998,205048.0,205047.88,205047.81,271.1239405377705,205071.50605946223
28,12.5,137.44,1025.23,21.22,890.13,1.213,-5.496706693285044,-4.0223401270084755,-4.140380223768486,-2.435550877968285,-2.019453026640974,-1.6731078325545996,-1.4301825782704758,-1.2525086097467109,-1.1070510685137065,-0.965388071834889,-0.8216417957929375,-0.724360089827642,-0.6167363898822189,-0.5319915615118742,-0.41436068034085,-0.36585003231839813,-0.31875303814948597,-0.29550215240254313,-0.28449053291271303,-0.2822956492982146,-0.284936949919037,-0.27853830616158226,-0.2655550115604158,-0.2609420358282569,-0.2168211550348019,-5.484802239782566,-0.27649222821578634,0.933781477392633,0.9115350299100273,0.7090105146998475,0.5605768600912778,0.465713246243751,0.3962209989233142,0.3401212617931381,0.289936549996863,0.24797335140089316,0.21114394837764908,0.17639782471753893,0.14790153914596452,0.12260457545333399,0.09652638199952825,0.07468915010601684,0.05713008118992127,0.040612651955392674,0.02796417010896915,0.01576210526897787,0.004155263104121322,-0.009200045668909659,-0.2168211550348019,205336.47999999998,205337.22999999998,205337.3,205336.28999999998,205336.27000000002,205336.97999999998,205337.99,205337.25,205336.7,205336.97,205337.12,205336.47,205336.94,205336.25,205336.01,205337.08000000002,205335.99,205334.39,205332.16999999998,205322.75,205304.13,205279.26,205259.03,205246.74,205248.53,205266.66999999998,205287.78999999998,205309.58000000002,205324.88,205333.47999999998,205334.46000000002,205336.81,205336.58000000002,205331.39,205336.66,205338.47999999998,205337.64,205337.63,205336.26,205338.41,205336.53,205337.89,205336.86,205335.44,205335.85,205338.03,205337.03,205337.1,205056.06,205064.28999999998,205065.02000000002,205063.66,205061.72999999998,205057.2,205057.08000000002,205059.68,205059.78,205057.89,205057.74,205064.97999999998,205045.65,205046.07,205045.86,205045.78999999998,268.8069636582246,205068.29303634178
29,12.75,139.17,1025.25,21.23,890.09,1.213,-5.2978013368586625,-4.020513614791576,-4.155912284512555,-2.4241610947870327,-1.999231140545909,-1.6466656408219293,-1.400112230304433,-1.2188337617549587,-1.056546370863093,-0.9108623979619394,-0.7614316360452122,-0.6536563520079212,-0.5482319944117425,-0.4679698963813205,-0.37308797454473847,-0.34873384594324475,-0.3214410592903335,-0.3124781522333712,-0.30983335998705275,-0.31038435837168016,-0.3145719460950623,-0.30928236160242534,-0.29745426294529365,-0.2946625377963722,-0.24441148511642793,-5.2842467765962935,-0.2870954933138707,0.9338801938421563,0.917019643272023,0.713333907080143,0.5670254693430069,0.47012322009608865,0.4000362255688092,0.34317319227301524,0.29229767475719554,0.24968713301100082,0.21199884350098913,0.176734946883445,0.14720143346634665,0.12101064358269024,0.094085189186126,0.07131058928726645,0.052503177757938085,0.034871229449219464,0.020765670802223187,0.007027444411573914,-0.006012850691738097,-0.021367339010592144,-0.24441148511642793,205344.03999999998,205344.82,205344.93,205343.55,205343.87,205344.37,205345.89,205344.72,205344.66999999998,205344.39,205344.47999999998,205343.99,205344.6,205343.72,205343.72999999998,205344.69,205343.6,205341.96000000002,205339.41999999998,205330.39,205311.76,205287.83000000002,205269.03999999998,205255.49,205254.53999999998,205270.52000000002,205290.41,205312.16,205328.7,205338.76,205341.41999999998,205344.36,205344.05,205341.72,205344.13,205345.97999999998,205345.09,205345.03999999998,205343.72,205345.72999999998,205343.58000000002,205345.16,205344.22999999998,205342.74,205343.09,205345.2,205344.44,205344.36,205059.69,205068.22999999998,205069.0,205067.65,205065.58000000002,205060.36,205060.65,205062.78,205063.22999999998,205061.5,205061.46000000002,205068.84,205049.12,205050.03,205049.76,205049.51,272.2331029983148,205072.12689700167
30,13.0,134.61,1025.22,21.28,889.79,1.213,-5.131841537953779,-4.066587325930132,-4.454650187817887,-2.4347780525718465,-2.0140410119857495,-1.652839364446323,-1.3906480770087841,-1.2124218301792373,-1.0368931027540353,-0.8801710246957599,-0.7304397011496464,-0.6260722954705917,-0.5222367950262121,-0.4556346610052195,-0.3816998333928995,-0.3741391804149827,-0.3565103212104245,-0.3514952147125331,-0.34818980361168533,-0.3520271199472082,-0.35685226028970046,-0.35229307256443515,-0.34074313032689735,-0.34017323186125303,-0.28664076931966387,-5.111097233803551,-0.30202802789261396,0.9274709219361449,0.9148191759982877,0.7118973289900823,0.5605322965089743,0.46216782133500145,0.39123445897500125,0.33295284255296886,0.28067415663579726,0.2369059544725427,0.19792489942092173,0.16110945853885983,0.13079086016547514,0.10347372704452085,0.07524475637853562,0.05123303435842906,0.030678696363489525,0.01240395223101678,-0.0029073198798842464,-0.01840855814607377,-0.032732006249673644,-0.049183075291973924,-0.28664076931966387,205333.15,205333.81,205333.97999999998,205332.7,205332.88,205333.78,205334.72,205333.94,205333.37,205333.59,205333.76,205333.24,205333.72999999998,205332.97,205332.69,205333.83000000002,205332.81,205331.13,205329.01,205319.7,205302.31,205278.75,205260.03999999998,205246.46000000002,205243.86,205257.88,205276.78999999998,205298.19,205315.28,205326.83000000002,205330.0,205333.38,205333.49,205330.61,205333.64,205335.63,205334.6,205334.47,205333.28999999998,205335.27000000002,205333.86,205334.88,205333.86,205332.37,205332.78999999998,205335.01,205334.03,205334.09,205054.57,205062.8,205063.63,205062.28,205060.22,205054.37,205054.64,205056.0,205057.71000000002,205056.09,205056.12,205063.39,205043.85,205044.03,205043.89,205043.8,263.20477951205856,205070.88522048795
31,14.0,137.6,1025.28,21.38,889.93,1.213,-4.544177379049669,-3.5825381089764474,-4.4461927285403,-2.228105611548521,-1.75702127360465,-1.3938426713753556,-1.1161637584983188,-0.9184852068450146,-0.7317681538265597,-0.6004159583199148,-0.48414975754491896,-0.46490210909448526,-0.44112123070000847,-0.44260753559974436,-0.4083110500402957,-0.42443745820147866,-0.4257751326111112,-0.4277073289807246,-0.4297509982176993,-0.4346558043865682,-0.4406381816076051,-0.4401922901377276,-0.4329837113744194,-0.4314230912298481,-0.37085616656917864,-4.527828025153547,-0.21282479811385313,0.9296234630016221,0.917733023804492,0.7184195367614564,0.572538710860834,0.4727333368494292,0.4005360763489859,0.3415669294553054,0.2880227954454231,0.242764811251125,0.20185426888824087,0.16250434667014432,0.12999142699031388,0.10052543235468248,0.06987039379941375,0.042522383645808695,0.0192245543438434,-0.0021782362110343177,-0.021463042283993837,-0.04059921786706628,-0.05921518673520953,-0.07980050959527575,-0.37085616656917864,205348.43,205348.99,205349.1,205347.91999999998,205348.28999999998,205348.96000000002,205349.96000000002,205348.96000000002,205348.97999999998,205348.56,205348.84,205347.86,205348.78999999998,205348.05,205347.94,205348.9,205347.68,205345.46000000002,205341.55,205330.02000000002,205310.44,205286.46000000002,205269.53,205259.72999999998,205261.37,205278.06,205295.74,205316.3,205331.52000000002,205341.63,205344.85,205348.24,205348.7,205343.66999999998,205348.78,205350.72999999998,205349.97999999998,205349.72,205347.58000000002,205350.6,205348.78999999998,205349.9,205348.89,205347.56,205347.87,205349.68,205349.31,205349.6,205065.3,205075.25,205076.37,205075.05,205072.24,205060.33000000002,205064.47,205058.36,205058.87,205059.7,205064.31,205075.66999999998,205054.89,205056.01,205055.9,205055.94,269.12378482662393,205080.47621517337
32,13.75,137.35,1025.28,21.48,889.76,1.212,-4.734419587294766,-3.786419813140465,-4.53879645004579,-2.2739979634451735,-1.8324592325394389,-1.4706215742979396,-1.193101024689761,-0.9994136444603615,-0.8081087344085195,-0.6608422965480726,-0.5196809385180908,-0.4814125112883234,-0.44329298844480236,-0.43826746541375616,-0.4103478930185737,-0.4156339987253343,-0.41470334631216155,-0.41998945201892207,-0.41507560727734394,-0.42132959149394716,-0.42505220114663816,-0.42572227088409653,-0.4179792428065469,-0.4176442079377094,-0.36016711490015185,-4.720832062062466,-0.24897276457428927,0.9287864773441039,0.9202617012393028,0.7160021095961655,0.5672094017782106,0.47191059466919116,0.39924525424881036,0.33972072590220775,0.2858917903243264,0.2413693788780641,0.20071848147073915,0.1621150193723509,0.12961663710431953,0.10050582962035834,0.07035269143343129,0.04328931925840679,0.020879209149246025,-0.0003768919676975409,-0.018431548783162173,-0.036895692660587495,-0.05476421899346092,-0.07572251133812853,-0.36016711490015185,205349.95,205350.41,205350.36,205349.39,205350.16,205349.35,205351.31,205350.2,205349.91999999998,205349.9,205349.99,205349.22999999998,205350.25,205349.32,205349.16,205349.53,205349.2,205346.95,205344.7,205335.44,205317.83000000002,205293.93,205274.83000000002,205261.57,205259.53999999998,205272.28999999998,205289.28,205310.35,205328.91,205341.1,205345.4,205349.24,205349.5,205345.08000000002,205349.94,205351.53,205350.77000000002,205350.34,205348.31,205351.28,205349.96000000002,205350.62,205349.7,205348.24,205348.64,205350.53,205350.08000000002,205350.59,205065.66999999998,205075.24,205076.25,205074.91999999998,205072.3,205062.43,205064.97999999998,205061.88,205063.64,205063.37,205066.03,205075.72999999998,205055.69,205056.02000000002,205055.91,205055.89,268.62875597959146,205081.9612440204
33,13.5,139.11,1025.24,21.5,889.88,1.212,-4.777279031685895,-3.8417161494619143,-4.44624161935678,-2.2731838633796593,-1.8500895329907159,-1.4932908833123546,-1.2245434814071001,-1.038298187703346,-0.8497744393409313,-0.703108108012626,-0.5438000282562226,-0.4817672627131943,-0.42307868062055415,-0.4044468013965201,-0.3768848498815566,-0.3730629259381184,-0.37335692008767124,-0.3768113513442219,-0.3726586839826169,-0.37861206550983195,-0.38173575334810894,-0.38169900407949503,-0.3743491503421714,-0.37317317374428094,-0.3194089936557417,-4.769561685261683,-0.2545097851550545,0.9310951212125982,0.921025821592499,0.7160384008584412,0.5727530022493519,0.4779398890379202,0.40649931071112627,0.3481782213054806,0.29544302074005546,0.25211563295860984,0.21268366765793717,0.1751626643288232,0.14355829325831032,0.11548185198178978,0.08641318045066212,0.06043144748919753,0.03908012238228103,0.018904773873255017,0.0019266117400546165,-0.015455792348647244,-0.031992963257625344,-0.05154357419893179,-0.3194089936557417,205341.33000000002,205341.22,205341.76,205340.8,205341.45,205340.82,205342.66,205341.56,205341.13,205341.47999999998,205341.39,205340.56,205341.55,205340.84,205340.57,205340.95,205340.55,205339.31,205337.88,205331.22999999998,205315.45,205293.74,205274.56,205256.91999999998,205250.02000000002,205259.6,205275.41999999998,205296.37,205314.76,205329.58000000002,205335.45,205339.34,205340.59,205336.71000000002,205341.46000000002,205342.84,205342.1,205341.75,205339.63,205342.71000000002,205341.3,205342.05,205341.18,205339.72,205340.25,205341.9,205341.35,205341.95,205057.9,205066.7,205067.64,205066.33000000002,205064.15,205055.58000000002,205057.53,205055.93,205058.62,205058.0,205058.94,205067.24,205047.05,205048.0,205047.91999999998,205047.91,272.1142585251345,205069.83574147488
34,13.25,138.28,1025.28,21.52,889.97,1.212,-4.92338424381678,-3.9347732251824366,-4.425436930941569,-2.3492391766720178,-1.9263832650776738,-1.569856242650103,-1.306980879229962,-1.123892440459757,-0.9428744686868378,-0.7924698303756054,-0.6337093788248241,-0.5445683800617381,-0.45450306567470455,-0.41420290447529845,-0.3720541120282122,-0.36440077866279047,-0.35700625367206984,-0.3588179122948696,-0.353235045926841,-0.3571911167969024,-0.36003800891829113,-0.359076720669463,-0.3485025499326765,-0.34890924880722207,-0.302730440240206,-4.913808333953809,-0.2775890552716912,0.9290865053390428,0.919436650226204,0.7139428007340166,0.567309370168013,0.473361930160894,0.40211568187523156,0.3436249891987129,0.2912347796394097,0.2483465346933159,0.20908160699260642,0.17214595466388352,0.1410150044529022,0.11354434411240076,0.08518634077304728,0.0600819284295205,0.03937725845548113,0.020040575604815467,0.004105374249821048,-0.01231047122958743,-0.027654110585418886,-0.04569675156279452,-0.302730440240206,205348.66999999998,205348.41999999998,205349.11,205348.15,205348.91,205348.18,205350.07,205349.07,205348.6,205348.72999999998,205348.91,205348.16,205348.87,205348.3,205347.89,205348.31,205348.22999999998,205346.87,205346.55,205341.13,205328.07,205307.78999999998,205288.83000000002,205267.93,205257.28999999998,205261.56,205274.9,205295.33000000002,205315.84,205333.19,205340.94,205346.12,205348.16999999998,205342.8,205348.88,205350.36,205349.44,205349.22999999998,205347.35,205350.22,205348.86,205349.63,205348.58000000002,205347.5,205347.85,205349.37,205348.84,205349.5,205066.03999999998,205074.47,205075.36,205074.01,205072.22999999998,205064.66,205066.22,205065.26,205068.2,205066.99,205067.37,205075.06,205054.9,205056.0,205055.91999999998,205055.91999999998,270.4703821421641,205079.02961785783
35,13.0,138.81,1025.29,21.55,889.79,1.212,-5.028615422973095,-3.9681412769456443,-4.29787750773621,-2.3731578136542937,-1.951641990868807,-1.5948727662884312,-1.341705464774517,-1.1680534678821517,-0.9930019427009227,-0.848077105421677,-0.6912562776873057,-0.5950202929831937,-0.48898761025714427,-0.42582468880001967,-0.3656818020713769,-0.34700914832279545,-0.331945804371911,-0.3312092105356332,-0.3252428004621474,-0.32763673042988944,-0.3309514026929253,-0.326126713065595,-0.315151464905763,-0.31533561336477883,-0.27139779103339046,-5.017861152964125,-0.27916885600561764,0.9279242931243886,0.9161756214364328,0.7097820285233729,0.5644888943260955,0.47281979140660585,0.40140701898357706,0.34376855129832173,0.29224381245361486,0.2501843044045527,0.2116604467694954,0.17542003002674925,0.14555114996747393,0.11877596402026529,0.09141150300416304,0.06717756579197351,0.047510510364620694,0.029390301993194035,0.014474276809372206,-0.0005890671415122456,-0.0147316687973174,-0.03130503011260353,-0.27139779103339046,205350.08000000002,205349.8,205350.39,205349.5,205350.25,205349.56,205351.25,205350.26,205349.78999999998,205350.01,205350.16,205349.31,205350.38,205349.61,205349.15,205349.62,205349.19,205346.88,205342.99,205330.15,205309.28999999998,205285.55,205268.03,205259.46000000002,205263.12,205281.91,205302.08000000002,205323.57,205337.81,205346.39,205347.83000000002,205349.43,205350.09,205344.82,205350.78999999998,205352.11,205350.9,205350.89,205349.02000000002,205352.1,205350.56,205351.33000000002,205350.13,205349.16,205349.59,205350.97999999998,205350.89,205351.45,205067.99,205076.44,205077.25,205075.86,205073.47999999998,205067.68,205067.97999999998,205069.77000000002,205071.18,205069.47,205069.51,205077.1,205057.31,205057.99,205057.91,205057.83000000002,271.5200564564721,205079.92994354354
36,12.75,137.79,1025.22,21.56,890.21,1.212,-5.24838537903221,-4.043376203027899,-4.223264870780529,-2.4292019405323857,-2.0002965959463994,-1.6493133227877277,-1.4005192804441557,-1.22471224500431,-1.0598885110609941,-0.9196287824913744,-0.7653801868132448,-0.6671983768144787,-0.5553616514417711,-0.4706121223273779,-0.3894247450495336,-0.3541742841656508,-0.32983291328163084,-0.3248978487578268,-0.3171427473633855,-0.3153987771933365,-0.3194433037578953,-0.3134692782817285,-0.3011872755948264,-0.301150169846601,-0.25795907882682595,-5.242374247807818,-0.2942856064112969,0.9273840505791516,0.9129499144908572,0.7040816573168543,0.5566234135773621,0.4660111762315863,0.39469392800124214,0.3370315951449473,0.2857143452476132,0.24389616691476937,0.2058998806568081,0.16942493007911155,0.14055665790263078,0.11435999960366962,0.08745833208702218,0.06400749916213946,0.045120673278050985,0.027718077325893868,0.013840527462060237,8.334666798053141e-08,-0.01313535155114597,-0.028571342843469735,-0.25795907882682595,205335.64,205335.28,205335.84,205335.26,205335.66999999998,205335.22999999998,205336.71000000002,205335.88,205335.35,205335.47,205335.69,205334.86,205335.76,205335.0,205334.61,205335.05,205335.0,205333.12,205331.08000000002,205321.66,205303.39,205279.15,205259.66,205245.81,205244.59,205261.35,205281.18,205302.77000000002,205319.31,205330.39,205332.85,205334.96000000002,205335.61,205331.19,205336.16999999998,205337.6,205336.01,205336.56,205334.7,205337.51,205336.07,205336.91999999998,205335.78,205334.83000000002,205335.1,205336.45,205336.28999999998,205336.94,205053.91999999998,205062.16,205062.93,205061.57,205059.43,205054.14,205054.24,205056.36,205057.49,205055.66,205055.52000000002,205062.81,205043.19,205044.0,205043.93,205043.9,269.5000224619353,205067.43997753807
37,12.5,136.87,1025.27,21.57,890.22,1.212,-5.4513244866382555,-3.9909150961092466,-4.180844527743672,-2.4336730763915426,-2.0076767528418182,-1.6640927672516521,-1.419732339965898,-1.2491918491299314,-1.0932584408604447,-0.9667259890615878,-0.815910663430647,-0.7236731011361534,-0.6064428579283215,-0.5224988310041747,-0.41498173732919824,-0.3575247220157269,-0.316692135710418,-0.30227184448084704,-0.29050399023927526,-0.28463874225211505,-0.28740325404219447,-0.27970745095080424,-0.2665199825465066,-0.2616634077801333,-0.2230349592534159,-5.439407199326918,-0.27197428959194525,0.9339879414442019,0.9126937290067926,0.7044213880623804,0.555287184466012,0.46659865757778946,0.39632775653449065,0.33954319003480476,0.2889974541966405,0.24797807655409654,0.21080660045724764,0.17550303773220624,0.14726018755212963,0.1220059987668363,0.09607936116764874,0.07377647550945243,0.056106015013251714,0.03974309387715315,0.027302790821578493,0.01497456256841014,0.003318783129027251,-0.010018118344928016,-0.2230349592534159,205342.97999999998,205342.59,205343.26,205342.41,205343.15,205342.55,205344.06,205343.35,205342.39,205343.12,205343.15,205342.36,205343.08000000002,205342.4,205341.97,205342.64,205342.41999999998,205341.0,205340.15,205332.4,205315.97,205292.44,205272.31,205256.53999999998,205253.87,205268.97,205288.43,205310.81,205327.18,205337.87,205340.1,205342.18,205342.58000000002,205338.55,205343.28,205344.64,205343.03,205343.32,205341.95,205344.52000000002,205343.28,205343.97,205342.81,205342.16,205342.41999999998,205343.47999999998,205343.08000000002,205343.72999999998,205063.83000000002,205072.0,205072.77000000002,205071.41999999998,205069.65,205064.85,205065.09,205067.05,205067.51,205065.69,205065.5,205072.62,205052.83000000002,205054.0,205053.88,205053.72999999998,267.67836644655404,205076.05163355343
