,Alpha,Delta_Pb,P_bar,T,rpm,rho,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,q_inf,p_s
38,12.25,136.63,1025.3,21.59,890.13,1.212,-5.643670331760417,-4.016519185224072,-4.133733348500971,-2.4656770038606863,-2.0434515280976746,-1.6965619752837044,-1.45955134436652,-1.3001595431545736,-1.1423021546800824,-1.0224682623389518,-0.8715718682353661,-0.7921566528862166,-0.677487369271862,-0.5914854065610143,-0.47988494842189733,-0.39949669084883094,-0.33763366023059505,-0.3034274835909958,-0.28175858175912977,-0.2688096352413449,-0.2666390025880085,-0.2617737914686416,-0.24687876050313182,-0.24152702827169759,-0.20294216162468998,-5.634276731829829,-0.26285910779530985,0.9350681439062731,0.90363139513472,0.6970096213634827,0.5472359682874097,0.45913822232524143,0.3886675104955667,0.3320813627067493,0.28185741407412757,0.2413264629792861,0.20476253018191024,0.1698078595240055,0.14237555375065356,0.11771267584534777,0.09267555093083477,0.07100664909896871,0.05465205479758349,0.03908337921556606,0.027818544239050204,0.01707765507544621,0.007010410528349822,-0.004553822055575362,-0.20294216162468998,205350.31,205350.09,205350.2,205349.94,205350.08000000002,205349.91999999998,205351.41,205350.65,205349.89,205350.34,205350.47999999998,205349.56,205350.46000000002,205349.84,205349.37,205350.01,205349.88,205348.68,205348.45,205342.51,205327.91,205305.55,205284.72999999998,205266.34,205260.64,205273.47,205292.78,205316.0,205333.57,205345.16999999998,205347.5,205349.66999999998,205349.84,205346.86,205350.53999999998,205351.81,205350.2,205349.87,205348.95,205351.05,205350.24,205351.1,205349.89,205349.28,205349.68,205350.51,205350.53,205351.09,205070.22,205078.31,205079.05,205077.72,205076.08000000002,205071.24,205072.03,205073.39,205074.01,205072.15,205071.91,205078.96000000002,205059.56,205059.99,205059.84,205059.83000000002,267.20320415561804,205083.8867958444
39,12.0,138.71,1025.28,21.6,889.87,1.212,-5.474557986077791,-3.90443095874294,-4.013378999699764,-2.4442470999377828,-2.0192907696833324,-1.6881712839065568,-1.449377522959531,-1.2980075621307796,-1.1505812550173387,-1.0302813884128268,-0.8933592056812399,-0.8202357573529862,-0.7149733740738906,-0.6382011246447207,-0.5295479363019688,-0.4399127415770783,-0.3687426918180733,-0.3126469819614047,-0.27026191866629046,-0.24077665724360228,-0.22883512636744788,-0.21958412559604515,-0.19621705591847036,-0.1916836969748007,-0.15995018436868402,-5.46585983395815,-0.2312308038579126,0.9396657838137149,0.8982758480915778,0.6944589785072885,0.5472538108545093,0.46019857650403956,0.3904290766626294,0.33499678518794557,0.28601439464947476,0.2467621403805426,0.2110481174824102,0.17806148126573487,0.1510087539103241,0.1274942579257131,0.10350062644307352,0.08326636579168081,0.06811831273582625,0.053854817522618,0.04427210756033015,0.035021106788927406,0.02698637305127062,0.017919655163716772,-0.15995018436868402,205347.47,205347.11,205346.7,205346.83000000002,205346.64,205346.78999999998,205348.41999999998,205347.63,205346.9,205347.31,205347.33000000002,205346.56,205347.43,205346.59,205346.26,205346.78999999998,205346.8,205345.47999999998,205345.32,205339.22,205323.36,205300.76,205279.93,205261.41,205258.05,205272.91,205292.35,205315.25,205332.45,205342.89,205344.85,205346.78,205347.14,205342.59,205347.82,205349.03999999998,205347.63,205347.27000000002,205346.28,205348.34,205347.59,205348.32,205347.12,205346.51,205347.02000000002,205347.9,205347.93,205348.27000000002,205065.52000000002,205073.77000000002,205074.47,205073.16,205071.6,205067.28999999998,205068.05,205069.28999999998,205069.4,205067.5,205067.25,205074.46000000002,205055.0,205056.0,205055.78999999998,205055.68,271.32199661774735,205076.94800338228
40,11.75,137.04,1025.33,21.63,889.76,1.212,-5.391807553563386,-3.8926001558065106,-3.853796350683037,-2.4833504255041468,-2.0517327162074492,-1.7282433023414536,-1.4850852273511963,-1.3383396835524877,-1.1878630046457508,-1.075443903840838,-0.9376903956523825,-0.8688882642603305,-0.7830721567756777,-0.6990096827918025,-0.5923738414042905,-0.5043190528549075,-0.42309224155306013,-0.3583943587799696,-0.3015318597335432,-0.2569821065436756,-0.2281404321585771,-0.20720876420259,-0.1769119471254169,-0.16665132557833884,-0.14038413441778863,-5.382703583899788,-0.21452178901429522,0.941346556101848,0.8916478364628839,0.683711676892423,0.5343543385180511,0.4489113445442229,0.37813171154492015,0.32276166654179195,0.2739957306798349,0.23478150069453047,0.1998580760833283,0.1667255963240189,0.14057033921681378,0.11751192424911584,0.09426695252605992,0.07486504996437748,0.06072404790491951,0.0472919615161042,0.038934218874046786,0.031248080551517,0.02512901897440692,0.018823400641830263,-0.14038413441778863,205357.83000000002,205357.46000000002,205357.26,205357.53,205357.14,205357.14,205358.74,205357.97999999998,205357.43,205357.62,205357.68,205356.9,205357.89,205357.13,205356.7,205357.36,205357.15,205356.16,205356.72999999998,205352.74,205338.75,205316.9,205295.31,205275.0,205268.99,205282.34,205302.27000000002,205326.32,205343.47999999998,205353.68,205355.57,205357.35,205357.66999999998,205353.14,205358.3,205359.7,205358.28,205357.8,205357.07,205358.83000000002,205358.18,205358.94,205356.94,205357.13,205357.52000000002,205358.57,205358.39,205358.86,205076.12,205084.35,205085.05,205083.69,205082.26,205078.19,205079.2,205079.87,205080.02000000002,205078.12,205077.85,205085.05,205065.89,205066.01,205065.88,205065.71000000002,268.01495283520376,205090.8450471648
41,11.5,136.76,1025.2,21.65,890.24,1.211,-5.162889475435887,-3.763991744256975,-4.130513044771312,-2.4001646016612104,-2.012481304197738,-1.6997997132355307,-1.4621198287745887,-1.317687330163195,-1.1774049758299536,-1.0646406952675975,-0.9340046222289793,-0.8689109178329048,-0.789946010489607,-0.7041015847034247,-0.6038999030367614,-0.5139053329726445,-0.4338935423880572,-0.36633218463738215,-0.3038556883444772,-0.25162369234134246,-0.21412283909070992,-0.18211812285687498,-0.14674842477593672,-0.13396149375733582,-0.10543392543205823,-5.155598681434083,-0.15460004908577193,0.9496748270435318,0.889366874607545,0.6794293960408316,0.532005802454356,0.44784386759172534,0.3787495736663942,0.32446119986779537,0.27682801238895544,0.23865416276894572,0.20463045742687055,0.17277529594182237,0.14761270946353927,0.12514210846287357,0.10300800564700525,0.08457538286282001,0.07141456497219785,0.059188464261411236,0.05193505894672301,0.04561637081176153,0.04120450572347742,0.03653091982484371,-0.10543392543205823,205328.97999999998,205328.61,205328.44,205328.57,205328.35,205328.3,205329.94,205329.31,205328.53999999998,205329.22999999998,205329.13,205328.37,205329.01,205328.35,205328.01,205328.63,205328.19,205327.34,205327.24,205320.96000000002,205303.58000000002,205279.57,205258.87,205243.51,205244.44,205264.72999999998,205286.93,205309.25,205321.59,205327.58000000002,205327.35,205328.61,205328.31,205325.68,205328.84,205329.81,205329.14,205328.38,205327.89,205329.62,205328.82,205329.68,205327.83000000002,205327.9,205328.22999999998,205329.12,205328.94,205329.6,205049.97,205058.11,205058.75,205057.36,205055.85,205052.35,205052.88,205054.14,205053.76,205051.78,205051.53,205058.81,205039.76,205039.97999999998,205039.9,205039.91,267.46058104237017,205062.13941895764
42,11.25,138.54,1025.25,21.66,889.73,1.212,-4.960360134036867,-3.586706304227116,-4.068983380892289,-2.2594018514385543,-1.969570635574403,-1.670698339001542,-1.441645326922499,-1.303409048003889,-1.1645454287911534,-1.0547977796977455,-0.9292559161416672,-0.8657469369587337,-0.7897649566348064,-0.7045942861211801,-0.6066922978746403,-0.5190860709251681,-0.43897102513438996,-0.3687827169381517,-0.30342861924322345,-0.24755843070008093,-0.2058218499587703,-0.16711126357704925,-0.13046720992886104,-0.11541104287103186,-0.08411783290756375,-4.95024888459117,-0.1036760891346642,0.9559016675634073,0.8831670958205005,0.6726390736019525,0.5262842732304157,0.4430694283394994,0.37468933628508894,0.3213654112884003,0.2747577176753979,0.23722800714148665,0.204163483406465,0.17316549240497617,0.14862541619546865,0.12692682249439424,0.10567105723618136,0.08817933374250635,0.07559562549068986,0.06422969545685,0.05810390199690744,0.05256854646092345,0.04932113787979567,0.04592611981778563,-0.08411783290756375,205341.38,205341.18,205340.84,205341.21000000002,205340.91,205340.85,205342.47,205341.65,205341.12,205341.5,205341.44,205340.85,205341.59,205340.8,205340.44,205340.94,205340.88,205339.89,205340.41,205335.81,205320.37,205297.19,205275.63,205258.03999999998,205257.16999999998,205276.74,205299.44,205321.81,205334.69,205340.16,205339.81,205340.96000000002,205340.75,205336.62,205341.24,205341.91999999998,205341.41999999998,205340.84,205340.18,205341.9,205341.06,205341.88,205339.97,205340.1,205340.53,205341.57,205341.24,205341.91,205059.62,205067.82,205068.43,205067.08000000002,205065.64,205062.45,205063.16,205064.03999999998,205063.32,205061.37,205061.19,205068.55,205049.38,205049.96000000002,205049.9,205049.84,270.9853035182418,205070.92469648176
43,11.0,136.71,1025.27,21.66,890.14,1.212,-4.774501882387742,-3.442335952749354,-3.8354739510768554,-2.1463008675963238,-1.9504986203083017,-1.6712139248929854,-1.4470979619990123,-1.30945664967424,-1.1733114385705843,-1.0670508493545676,-0.9411165290836262,-0.8835166320780911,-0.8076643001775233,-0.7248925001300666,-0.6239056677179173,-0.5398621816326911,-0.4582872625618882,-0.3883071279534604,-0.32019711987096583,-0.2596424229541906,-0.21419834836874524,-0.16778180798966658,-0.12888317624574938,-0.10962087302641678,-0.07730508665447677,-4.770873836927005,-0.035115032224516576,0.9616250036833612,0.876122818907685,0.6610956709308881,0.5141037259754699,0.4311075107448838,0.3631845153150697,0.31033473968613634,0.2642548220817518,0.2271141092724208,0.19446170012567784,0.1641282478715623,0.14000361568417202,0.11868417328611694,0.09800057390689222,0.08101982504941146,0.0693502355262472,0.05850350167459368,0.05304273221815464,0.048479623494450924,0.04634767925461276,0.04361729452639324,-0.07730508665447677,205344.27000000002,205343.96000000002,205343.61,205344.14,205343.64,205343.78999999998,205345.3,205344.61,205343.99,205344.4,205344.41999999998,205343.77000000002,205344.37,205343.74,205343.41,205343.97,205343.69,205342.88,205343.75,205340.86,205327.06,205304.78,205283.39,205263.39,205260.83000000002,205278.85,205301.25,205323.88,205336.95,205342.96000000002,205342.66,205343.66,205343.3,205339.13,205343.7,205344.41999999998,205344.11,205343.3,205342.85,205344.37,205343.53999999998,205344.53999999998,205342.52000000002,205342.57,205343.12,205343.9,205343.76,205344.35,205064.22999999998,205072.32,205072.9,205071.53999999998,205070.14,205067.16999999998,205067.99,205068.64,205067.87,205065.96000000002,205065.75,205073.02000000002,205053.88,205053.97999999998,205053.89,205053.9,267.3615891803313,205076.98841081967
44,10.75,138.55,1025.31,21.67,890.26,1.212,-4.637273804034185,-3.0157914559053816,-3.573788317030082,-2.0916022359788706,-1.9137089105269904,-1.6401716316275303,-1.4248620373502319,-1.2906210255282569,-1.1595902852918916,-1.057857885733554,-0.9340225818098435,-0.8781564762853133,-0.8023645471257721,-0.7256870258047131,-0.6268697004448485,-0.5415945552221005,-0.46196506002913634,-0.3926305737143542,-0.32200459883051286,-0.26027144523571205,-0.2115638763502968,-0.16160171856936215,-0.11964678991584274,-0.09750698587703717,-0.06212019908835913,-4.632439946818947,0.025811722619157165,0.957122579511458,0.8628439139795873,0.6490841059848377,0.5027769009618597,0.42104412438518324,0.35455091292200913,0.3028544704913637,0.25783686894585683,0.22163828934241828,0.18953557348610725,0.15997893509426742,0.13687973954707924,0.1164373204846594,0.09643769750289112,0.08027564055465325,0.06927953788190043,0.05935352573793473,0.054630367542993837,0.050940400203192904,0.04983341000129558,0.04795152665796274,-0.06212019908835913,205354.15,205353.91999999998,205353.59,205354.2,205353.53,205353.72999999998,205355.21000000002,205354.34,205353.94,205354.09,205354.14,205353.4,205354.32,205353.51,205353.22999999998,205353.68,205353.8,205352.72,205354.09,205351.97999999998,205340.66,205319.22999999998,205297.12,205275.6,205270.91,205287.94,205311.16999999998,205334.7,205347.76,205353.24,205352.75,205353.91999999998,205353.96000000002,205348.16,205354.66999999998,205355.28999999998,205354.74,205354.22999999998,205353.66999999998,205355.21000000002,205354.35,205355.22999999998,205353.25,205353.37,205353.83000000002,205354.86,205354.82,205355.27000000002,205071.93,205080.06,205080.66,205079.22,205077.95,205075.21000000002,205076.19,205076.55,205075.55,205073.65,205073.47,205080.78999999998,205061.26,205061.99,205061.87,205061.85,271.00510869398346,205084.26489130603
45,10.5,136.58,1025.26,21.68,889.64,1.211,-5.153665533207148,-2.9463997265593322,-3.416104033260873,-2.1863218663126553,-1.9064685511050794,-1.6405049455886032,-1.4393475057745853,-1.296594236090757,-1.1681799389453844,-1.0665342197762582,-0.9474421267093373,-0.8934557079094887,-0.8192898995581652,-0.7401447613174688,-0.6415315663668544,-0.5568829582484929,-0.4788609771257517,-0.4071286758631681,-0.336032830300661,-0.2722000674339599,-0.21952399860489574,-0.16486368553433933,-0.1202369093834646,-0.09627622420183442,-0.05479428798103842,-5.147825116194129,0.10379549706496827,0.9666422335986179,0.8560112574863938,0.6374823209156261,0.4910226327427958,0.40839570743666664,0.3425412617578421,0.29132529718208716,0.24669852103110346,0.21075749325871268,0.17923421681666282,0.1500321317514591,0.12771874367607622,0.10768910840701722,0.08833336740866604,0.07257172918764111,0.062425876556065865,0.053103672477614265,0.04906030685314948,0.04625241405842464,0.046027782634855366,0.04606522120548656,-0.05479428798103842,205343.71000000002,205343.36,205343.16,205343.51,205343.08000000002,205343.3,205344.7,205343.97,205343.59,205343.61,205343.66,205342.66999999998,205343.91,205343.05,205342.63,205343.36,205343.15,205342.22,205343.46000000002,205341.68,205329.02000000002,205305.89,205284.52000000002,205265.55,205264.71000000002,205286.19,205309.94,205330.41999999998,205340.11,205343.4,205342.34,205343.35,205342.59,205339.72,205343.34,205343.93,205343.58000000002,205342.72999999998,205342.26,205343.77000000002,205343.15,205343.28999999998,205342.06,205342.19,205342.52000000002,205343.59,205343.47,205343.75,205062.78999999998,205070.82,205071.41999999998,205069.97,205068.63,205066.18,205067.02000000002,205067.32,205066.33000000002,205064.47999999998,205064.31,205071.55,205052.78999999998,205051.99,205051.89,205051.89,267.10421473676536,205076.64578526324
46,10.25,137.81,1025.25,21.69,889.95,1.211,-4.956638052080978,-2.8346124118650904,-3.2469080032373876,-2.364737160831986,-1.8563889026674443,-1.6114527473323088,-1.4180860036778382,-1.278959893028504,-1.1549336029216701,-1.058472832871465,-0.9384904750473843,-0.8841385411537326,-0.8156513944181173,-0.7418960056258663,-0.6403524949999562,-0.5570623300911783,-0.4801163158280878,-0.41244537560828615,-0.3386528865198275,-0.27231755696220766,-0.2190044313614001,-0.1616102731815238,-0.11319438667549071,-0.08559176632276215,-0.040552006768607186,-4.952482818909601,0.15489235347165953,0.964012712712001,0.8428431454104612,0.6241368994697727,0.48059585357582435,0.39786219310973014,0.333789981618621,0.2841126850427136,0.24022303466991782,0.20531165597096526,0.17466681133190404,0.14687868949824492,0.1247298126828666,0.10551185926519782,0.08670200910538192,0.07175058974760447,0.06221581363107752,0.05401664817684032,0.05056632063276275,0.04867420552789725,0.049416211451295586,0.05004691648639472,-0.040552006768607186,205341.38,205341.09,205340.77000000002,205341.28999999998,205340.69,205340.72999999998,205342.37,205341.63,205341.2,205341.26,205341.3,205340.1,205341.56,205340.7,205340.33000000002,205340.97,205340.91,205339.84,205341.41999999998,205340.75,205330.65,205308.66999999998,205286.26,205266.27000000002,205265.66999999998,205287.97,205311.13,205330.12,205338.37,205341.26,205340.05,205341.09,205341.51,205336.9,205342.08000000002,205342.66999999998,205342.36,205341.47999999998,205340.95,205342.62,205341.77000000002,205341.9,205340.82,205340.82,205341.16999999998,205342.22999999998,205341.99,205342.51,205059.66999999998,205067.72,205068.36,205066.96000000002,205065.71000000002,205063.45,205064.65,205064.61,205063.22999999998,205061.4,205061.26,205068.49,205049.34,205049.99,205049.89,205049.77000000002,269.5396272128841,205072.97037278712
47,10.0,138.09,1025.26,21.73,889.78,1.211,-4.744479221698379,-2.729033564694897,-3.076060755213951,-2.650616452829002,-1.7947295902207114,-1.5708446631888608,-1.3864274610150495,-1.2510672339226097,-1.129813201174314,-1.036216195132383,-0.9183313584084489,-0.8743096652977497,-0.802482848952216,-0.7396528967158115,-0.6321348169903774,-0.5520886433104512,-0.47396772450160407,-0.40569522484118103,-0.33235041907802215,-0.2660772225530211,-0.2106891208761648,-0.15207991970352458,-0.09994994165483909,-0.06810918801709716,-0.02064425061758581,-4.740850856748925,0.2116821785413623,0.9688256807406433,0.8339097432338288,0.6172815461009928,0.47633067505584903,0.3941371017119231,0.3313071494756264,0.28284256050845796,0.24004266375822847,0.20605451045659468,0.17647222887915096,0.1496667572120813,0.12819276057262385,0.10968069450418177,0.09176101455005052,0.07765482020590628,0.06884307675731062,0.06154932272623237,0.058883585212480154,0.05780988538048034,0.0594019230623405,0.0616233709905751,-0.02064425061758581,205341.6,205341.22999999998,205341.0,205341.71000000002,205340.96000000002,205341.09,205342.58000000002,205342.03,205341.36,205341.77000000002,205341.68,205340.37,205341.75,205340.99,205340.63,205341.3,205341.14,205340.22,205341.91,205341.86,205334.33000000002,205314.31,205290.8,205269.24,205267.85,205290.49,205314.36,205332.53999999998,205339.47,205341.53999999998,205340.11,205341.2,205341.16999999998,205336.83000000002,205341.8,205342.41999999998,205342.31,205341.33000000002,205340.87,205342.49,205341.01,205341.76,205340.5,205340.59,205340.97,205342.03,205341.84,205342.33000000002,205060.83000000002,205068.81,205069.43,205068.01,205066.74,205064.71000000002,205065.84,205065.69,205064.31,205062.47,205062.37,205069.47999999998,205050.6,205052.03999999998,205051.93,205051.85,270.0941095129089,205072.23589048712
48,9.0,137.08,1025.28,21.74,889.88,1.211,-4.071763012572514,-2.6324179233318157,-2.620892121720567,-2.126700064932119,-1.8164732299779258,-1.5953568806201308,-1.3279881235019542,-1.1989289857188716,-1.0972855896325013,-1.0150383645424725,-0.9085459257070712,-0.8832563027541013,-0.8106325625046044,-0.75755419456651,-0.6516212606637809,-0.5883972032815732,-0.5006668298520934,-0.43345163728419156,-0.3603802930885351,-0.2943960113722735,-0.23176875925161197,-0.15720540190230725,-0.09155682314558398,-0.04332749795673782,0.022544882773010963,-4.066503666206198,0.4052089563326577,0.9694137303519353,0.7876492279192789,0.5586998095052649,0.4284097608705418,0.35104887885830943,0.2900628412065741,0.24507864462670662,0.20554029605730784,0.17454372279207847,0.14779938701444262,0.12306926899414507,0.10501590983617373,0.0892378707371143,0.07398203624207059,0.06253083528846079,0.0566000830029587,0.052534347159625475,0.05294465077680275,0.05548107313783108,0.06126262410783807,0.06737987803749192,0.022544882773010963,205346.41999999998,205346.01,205345.72,205346.28999999998,205345.88,205345.88,205347.27000000002,205346.47,205346.03999999998,205346.41,205346.3,205345.24,205346.57,205345.72999999998,205345.28999999998,205346.06,205345.82,205344.85,205346.47999999998,205347.19,205344.37,205330.47,205306.72,205280.21000000002,205275.6,205300.28,205326.03999999998,205342.02000000002,205345.39,205346.35,205344.84,205345.87,205345.78999999998,205342.41999999998,205346.47999999998,205347.07,205347.15,205345.94,205345.5,205347.06,205345.51,205346.37,205345.18,205345.24,205345.7,205346.69,205346.45,205347.21000000002,205066.2,205073.78999999998,205074.33000000002,205072.96000000002,205071.7,205070.76,205071.64,205070.66999999998,205069.39,205067.66,205067.55,205074.47999999998,205055.62,205055.97999999998,205055.9,205055.95,268.09415121120736,205079.11584878882
49,9.75,138.9,1025.23,21.83,890.26,1.211,-4.623958353569529,-2.7015319931577877,-2.967341519403936,-2.6377848179350387,-1.726406323209264,-1.5321467442105856,-1.361221870230019,-1.2438858456283612,-1.1296782909424967,-1.0276533661632927,-0.9186721965129495,-0.8748368121652096,-0.7979868688252036,-0.7389139957117037,-0.6315522693117237,-0.5629835698660176,-0.48337321189443566,-0.40987257164062496,-0.3358566539888887,-0.2732136446186845,-0.2163491032103811,-0.14789082035003656,-0.09006933520278962,-0.055214499789544375,-0.0013680117116727155,-4.610340308054347,0.26238040494320153,0.9718069652307243,0.8263147113879975,0.6080211223314407,0.46941150230337353,0.3891386448202648,0.3257963304100799,0.27835400427718193,0.23687417374834693,0.2033811428865021,0.1750040804750312,0.14850410001299344,0.12807703174005886,0.1101895449280843,0.0931485852699059,0.07975137292523224,0.0718749898433894,0.06550763342676243,0.06344652383527417,0.06340971830692743,0.06624374399508988,0.06981388025190113,-0.0013680117116727155,205337.69,205337.31,205337.21000000002,205336.77000000002,205337.16,205337.45,205338.12,205337.8,205337.45,205337.6,205337.53,205336.66999999998,205337.55,205336.91,205336.56,205337.66999999998,205337.11,205336.36,205337.74,205337.16,205325.63,205301.45,205278.43,205264.18,205271.93,205300.34,205321.97999999998,205334.12,205336.65,205337.69,205335.45,205337.3,205336.96000000002,205333.35,205338.19,205338.93,205339.01,205337.66,205337.26,205338.77000000002,205337.12,205338.13,205336.93,205336.89,205337.33000000002,205338.7,205338.2,205337.99,205055.78999999998,205063.8,205064.36,205062.94,205061.6,205060.16,205060.93,205060.47999999998,205059.15,205057.36,205057.28,205064.49,205045.6,205046.0,205045.91999999998,205045.95,271.698313525054,205066.29168647493
50,9.5,137.65,1025.25,21.82,889.84,1.211,-4.521597860059456,-2.68044617408112,-2.861671542784408,-2.4514165320590777,-1.788879761909078,-1.5518641690219834,-1.374353196069943,-1.262921323532518,-1.1497808289494413,-1.057106654955881,-0.9471605407189332,-0.9016963367236983,-0.8253655040356054,-0.7648208532902062,-0.6582919831443457,-0.5898728134064273,-0.5080818189639962,-0.4353168061970705,-0.358428814146204,-0.29535837429009054,-0.2361509060151967,-0.16431449218597485,-0.10217265126767333,-0.061462873833922856,-0.0025154132616422814,-4.507706019949826,0.2914418664920289,0.9685019240294194,0.8114572716666794,0.5882963749317769,0.45034371673039275,0.3687012981180418,0.3065223132421932,0.2594609190737317,0.21834255810750397,0.1850987161339037,0.15698074029693415,0.13071996233558836,0.11103366485401983,0.09361314878066039,0.07674979206996646,0.0640837025581995,0.05672919897079863,0.05123189325880531,0.04993185474595516,0.05074902181123394,0.05464913735000058,0.05918070016652686,-0.0025154132616422814,205341.97999999998,205341.84,205341.86,205341.41999999998,205341.56,205341.93,205342.61,205342.34,205341.96000000002,205342.18,205341.96000000002,205341.12,205341.87,205341.37,205341.05,205342.27000000002,205341.55,205340.88,205342.28999999998,205342.47999999998,205334.9,205313.3,205287.66,205268.44,205274.35,205304.03999999998,205327.45,205338.99,205341.31,205342.22,205339.78,205341.68,205342.06,205336.86,205342.86,205343.66,205343.86,205342.63,205342.08000000002,205343.82,205341.85,205343.03999999998,205341.96000000002,205341.66999999998,205342.11,205343.61,205342.78999999998,205343.16,205059.74,205067.77000000002,205068.36,205066.97,205065.71000000002,205064.5,205065.5,205064.88,205063.11,205061.37,205061.33000000002,205068.52000000002,205049.52000000002,205050.03999999998,205049.84,205049.76,269.2227934150915,205073.9372065849
51,9.25,137.78,1025.3,21.82,889.86,1.211,-4.323767359398545,-2.671475403558549,-2.7267299227663826,-2.201867653004877,-1.8926798396809827,-1.5058239882765987,-1.3213577592760348,-1.2178251141520056,-1.117929099573483,-1.034360813975184,-0.9265235857563783,-0.8812512463114096,-0.8084073099750081,-0.755713275539068,-0.6471338778212299,-0.5838268195482526,-0.5002585339499535,-0.42915869593632655,-0.3538656002529995,-0.28907420298174147,-0.22914401592977704,-0.15299742532234142,-0.08957904162450381,-0.04337899030577167,0.018666379818861514,-4.3049533625964065,0.3455920441710651,0.9727994878581268,0.8040672522382798,0.5786703753625131,0.4450427570500386,0.36407206469862274,0.3032512742476683,0.2573480907285275,0.21756780557680852,0.18509788999130866,0.15778605242458577,0.13214409623076662,0.11355275027845672,0.09696526197352334,0.08111994316783828,0.06928233965723027,0.0625657056904098,0.057890037846171256,0.057481844621611676,0.05911461751952602,0.06397582773871165,0.06946788203206936,0.018666379818861514,205350.62,205350.27000000002,205350.16,205349.88,205350.2,205350.5,205351.1,205350.91999999998,205350.41999999998,205350.72999999998,205350.58000000002,205349.81,205350.5,205350.03999999998,205349.6,205350.86,205350.18,205349.3,205350.86,205351.4,205346.53999999998,205328.91999999998,205303.61,205280.83000000002,205282.35,205310.57,205334.74,205347.66999999998,205349.88,205350.58000000002,205348.25,205350.15,205349.61,205345.28,205350.83000000002,205351.66999999998,205351.97999999998,205350.49,205350.11,205351.81,205350.01,205351.05,205349.8,205349.78999999998,205350.21000000002,205351.39,205350.93,205351.09,205069.47999999998,205077.27000000002,205077.84,205076.43,205075.15,205074.13,205074.97,205074.15,205072.77000000002,205071.0,205070.94,205077.97999999998,205059.05,205060.02000000002,205059.89,205059.94,269.4802201428421,205081.60977985716
